Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),number_of_gears,CO2 Emissions(g/km)
LINCOLN,MID-SIZE,2.0,4,AS,X,9.3,6,220
MITSUBISHI,COMPACT,1.2,3,M,X,6.6,5,155
AUDI,FULL-SIZE,3.0,6,AS,Z,10.5,8,242
AUDI,FULL-SIZE,4.0,8,AS,Z,12.4,8,290
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,10.6,10,249
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,X,11.8,6,271
BMW,STATION WAGON - SMALL,2.0,4,AS,D,7.0,8,189
JEEP,PICKUP TRUCK - STANDARD,3.6,6,M,X,12.6,6,296
INFINITI,COMPACT,2.0,4,AM,Z,8.5,7,200
MINI,TWO-SEATER,1.6,4,A,Z,8.3,6,191
HONDA,SUV - SMALL,2.4,4,A,X,9.1,5,209
FORD,VAN - CARGO,4.6,8,A,X,16.2,4,373
KIA,MINIVAN,3.3,6,AS,X,11.5,8,271
CADILLAC,STATION WAGON - SMALL,6.2,8,AS,Z,16.6,6,382
BMW,STATION WAGON - SMALL,2.0,4,AS,Z,8.8,8,207
HONDA,MID-SIZE,2.4,4,AV,X,8.0,7,187
HYUNDAI,FULL-SIZE,1.6,4,AS,X,7.7,8,181
FORD,SUV - STANDARD,2.0,4,A,X,10.4,6,239
HONDA,SUV - SMALL,1.8,4,AV,X,8.1,0,190
BMW,SUBCOMPACT,2.0,4,AS,Z,8.7,8,207
LEXUS,COMPACT,2.0,4,AV,X,5.6,6,130
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,19.9,6,318
INFINITI,MID-SIZE,3.0,6,AS,Z,10.8,7,253
CHEVROLET,SUBCOMPACT,6.2,8,AS,Z,15.4,10,361
HYUNDAI,SUV - SMALL,2.4,4,AS,X,10.0,6,235
DODGE,FULL-SIZE,3.6,6,A,X,10.2,8,235
PORSCHE,TWO-SEATER,3.4,6,AM,Z,9.8,7,230
HYUNDAI,MID-SIZE,2.0,4,AS,X,8.6,6,198
CHEVROLET,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.4,0,220
DODGE,MID-SIZE,2.0,4,A,X,8.6,6,198
MINI,TWO-SEATER,1.6,4,A,Z,7.8,6,179
NISSAN,MID-SIZE,1.8,4,AV,X,7.0,0,161
CHRYSLER,FULL-SIZE,3.6,6,A,E,14.8,8,237
FORD,SUV - STANDARD,3.5,6,AS,E,16.7,6,267
INFINITI,MID-SIZE,3.7,6,AS,Z,11.6,7,267
HONDA,MID-SIZE,3.5,6,A,X,9.4,6,219
AUDI,SUBCOMPACT,2.0,4,M,Z,9.1,6,209
GENESIS,FULL-SIZE,3.8,6,AS,X,11.7,8,276
SCION,SUBCOMPACT,1.8,4,A,X,8.0,4,184
CHEVROLET,SUBCOMPACT,6.2,8,AS,Z,12.0,10,279
FORD,SUV - SMALL,2.0,4,AS,X,9.6,6,224
AUDI,FULL-SIZE,4.0,8,AS,Z,13.2,8,308
JEEP,SUV - SMALL,2.4,4,A,E,12.9,9,206
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,9.1,6,212
CHEVROLET,MID-SIZE,3.6,6,AS,N,12.7,6,213
PORSCHE,MINICOMPACT,3.4,6,AM,Z,10.5,7,242
DODGE,MID-SIZE,2.4,4,A,X,10.0,6,230
SCION,MINICOMPACT,2.0,4,AS,Z,8.4,6,197
KIA,MINIVAN,3.5,6,A,X,12.0,6,276
NISSAN,SUV - SMALL,2.5,4,AV,X,8.2,0,192
NISSAN,MID-SIZE,3.5,6,AV,Z,10.9,0,251
FORD,SUV - STANDARD,5.4,8,A,X,16.0,6,368
HONDA,COMPACT,2.0,4,M,X,7.4,6,173
CHRYSLER,MID-SIZE,3.6,6,A,E,13.6,9,218
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,9.6,6,221
NISSAN,PICKUP TRUCK - STANDARD,3.8,6,AS,X,12.2,9,287
ASTON MARTIN,TWO-SEATER,4.7,8,AM,Z,14.7,7,338
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.9,8,209
CHEVROLET,SUV - STANDARD,5.3,8,A,E,18.0,6,299
BMW,MID-SIZE,4.4,8,AS,Z,12.1,8,283
VOLKSWAGEN,MID-SIZE,3.6,6,A,Z,10.8,6,248
JEEP,SUV - SMALL,2.4,4,A,X,9.3,6,218
CHEVROLET,SUV - SMALL,1.4,4,M,X,8.3,6,194
VOLKSWAGEN,COMPACT,2.0,4,M,Z,9.4,6,220
AUDI,SUV - STANDARD,3.0,6,AS,Z,13.2,8,304
FORD,MID-SIZE,2.0,4,AS,X,9.4,6,216
CHEVROLET,SUV - SMALL,1.4,4,AS,X,8.4,6,196
CHEVROLET,VAN - CARGO,5.3,8,A,E,21.5,4,344
JEEP,SUV - SMALL,1.4,4,M,X,8.9,6,209
HYUNDAI,SUV - SMALL,2.0,4,AS,X,10.2,6,241
FORD,SUBCOMPACT,2.3,4,AS,X,9.4,6,216
FORD,SUBCOMPACT,1.6,4,AS,X,7.6,6,178
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS,E,14.3,6,234
CHEVROLET,SUV - STANDARD,5.3,8,A,E,17.2,6,275
LINCOLN,MID-SIZE,3.7,6,AS,X,11.9,6,279
BMW,SUV - SMALL,2.0,4,AS,Z,10.3,8,240
MITSUBISHI,SUV - SMALL,3.0,6,AS,Z,10.6,6,246
NISSAN,PICKUP TRUCK - SMALL,2.5,4,M,X,11.4,5,268
FORD,SUBCOMPACT,1.6,4,M,X,8.0,6,184
HONDA,COMPACT,2.0,4,AV,X,7.5,7,176
MAZDA,SUV - SMALL,2.0,4,AS,X,8.5,6,196
NISSAN,SUV - SMALL,3.5,6,AV,X,10.4,0,239
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,16.9,6,270
KIA,MID-SIZE,2.0,4,AS,X,8.3,6,198
VOLVO,SUV - SMALL,3.2,6,AS,X,11.5,6,264
PORSCHE,MINICOMPACT,3.8,6,AM,Z,11.9,7,278
MITSUBISHI,SUV - SMALL,1.5,4,AV,X,9.3,8,216
PORSCHE,SUV - SMALL,3.0,6,AM,Z,11.7,7,272
BMW,MID-SIZE,3.0,6,AS,Z,9.8,8,228
MINI,SUBCOMPACT,2.0,4,AS,Z,8.4,6,197
NISSAN,MID-SIZE,2.5,4,AV,X,7.6,0,175
SUBARU,STATION WAGON - SMALL,2.0,4,AV,X,7.8,0,179
SUBARU,COMPACT,2.0,4,AV,Z,11.1,8,255
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,12.6,10,297
GMC,SUV - STANDARD,6.2,8,A,Z,14.2,8,333
CADILLAC,MID-SIZE,2.0,4,AS,Z,10.8,6,248
MAZDA,MINIVAN,2.5,4,AS,X,9.7,5,223
FORD,PICKUP TRUCK - STANDARD,3.7,6,AS,X,13.4,6,308
GMC,VAN - PASSENGER,5.3,8,A,E,21.5,4,344
LINCOLN,SUV - SMALL,2.7,6,AS,X,11.0,8,259
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,21.4,7,485
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,18.3,6,309
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,E,18.1,6,301
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,12.7,6,292
MITSUBISHI,COMPACT,2.0,4,M,Z,12.3,5,283
BMW,COMPACT,3.0,6,AM,Z,12.1,7,278
MERCEDES-BENZ,MID-SIZE,3.0,6,A,Z,10.4,9,246
VOLKSWAGEN,COMPACT,1.8,4,AS,X,8.6,6,201
AUDI,MID-SIZE,4.0,8,AS,Z,12.5,8,293
VOLKSWAGEN,SUBCOMPACT,2.0,4,AM,Z,9.4,6,216
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,12.7,10,298
INFINITI,SUV - STANDARD,5.6,8,AS,Z,15.3,7,360
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,E,18.0,6,288
TOYOTA,MINIVAN,3.5,6,AS,X,11.4,6,267
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,E,17.1,6,274
PORSCHE,MINICOMPACT,3.8,6,AM,Z,12.3,7,285
JEEP,SUV - SMALL,2.4,4,A,X,10.1,6,238
PORSCHE,TWO-SEATER,2.7,6,M,Z,9.9,6,232
SUBARU,MINICOMPACT,2.0,4,AS,Z,8.4,6,193
CADILLAC,FULL-SIZE,2.0,4,AS,Z,9.5,8,222
HYUNDAI,SUV - SMALL,2.4,4,AS,X,10.1,6,241
TOYOTA,MID-SIZE,1.8,4,M,X,7.6,6,178
CHEVROLET,VAN - PASSENGER,6.0,8,A,X,19.8,6,465
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,14.8,6,340
CHEVROLET,COMPACT,1.4,4,AS,X,8.3,6,191
KIA,SUV - SMALL,2.0,4,AS,X,11.3,6,260
ACURA,COMPACT,3.5,6,AS,Z,10.4,5,239
SUBARU,SUV - SMALL,3.6,6,AV,X,10.5,6,242
MAZDA,COMPACT,2.0,4,M,X,8.1,6,189
FORD,PICKUP TRUCK - STANDARD,3.0,6,AS,D,9.9,10,266
JAGUAR,TWO-SEATER,3.0,6,AS,Z,10.4,8,242
FORD,COMPACT,2.0,4,M,E,11.4,5,188
MAZDA,COMPACT,2.0,4,AS,X,8.2,6,192
VOLKSWAGEN,SUBCOMPACT,2.0,4,AS,X,8.1,6,189
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS,Z,12.5,7,287
VOLVO,STATION WAGON - SMALL,2.0,4,AS,Z,9.9,8,231
GMC,PICKUP TRUCK - STANDARD,6.2,8,A,Z,13.8,8,323
BMW,SUV - SMALL,2.0,4,A,Z,10.0,8,230
DODGE,MID-SIZE,3.6,6,A,E,15.0,8,248
NISSAN,STATION WAGON - SMALL,1.6,4,M,X,7.7,6,177
CHEVROLET,MID-SIZE,1.4,4,M,X,7.1,6,163
BMW,SUV - STANDARD,4.4,8,A,Z,14.1,8,324
CHEVROLET,SUV - STANDARD,5.3,8,A,E,18.4,6,305
FORD,SUV - STANDARD,3.5,6,AS,E,17.3,6,288
VOLVO,MID-SIZE,2.0,4,AS,Z,9.6,8,223
HONDA,MID-SIZE,1.5,4,AV,X,7.1,7,165
PORSCHE,SUV - STANDARD,4.8,8,A,Z,14.3,8,334
MERCEDES-BENZ,SUV - STANDARD,6.0,12,A,Z,20.3,7,473
ACURA,SUV - SMALL,2.0,4,AS,Z,9.9,10,232
PORSCHE,FULL-SIZE,4.0,8,AM,Z,11.2,8,261
BENTLEY,SUBCOMPACT,6.0,12,AS,Z,15.5,8,356
GMC,SUV - STANDARD,6.2,8,A,Z,14.5,6,334
BMW,SUBCOMPACT,3.0,6,AM,Z,12.4,7,290
BMW,COMPACT,3.0,6,M,Z,11.6,6,267
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,X,14.1,6,331
CHEVROLET,COMPACT,1.8,4,M,X,8.3,5,194
JEEP,SUV - SMALL,2.4,4,A,X,10.0,9,233
SUBARU,SUV - SMALL,2.0,4,AV,X,8.1,6,186
CHEVROLET,SUV - SMALL,2.0,4,A,Z,9.7,9,228
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.4,6,262
MAZDA,COMPACT,2.0,4,AS,X,8.1,6,189
INFINITI,SUV - SMALL,3.5,6,AV,Z,11.0,0,253
FORD,SUBCOMPACT,1.6,4,M,X,8.4,6,196
HYUNDAI,COMPACT,1.6,4,AS,X,7.3,6,172
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,11.2,6,263
TOYOTA,MID-SIZE,3.5,6,AS,X,9.4,8,220
FORD,SUV - SMALL,2.0,4,AS,X,10.3,6,241
TOYOTA,SUV - STANDARD,4.0,6,AS,X,13.3,5,310
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.3,6,263
CHEVROLET,SUBCOMPACT,1.4,4,M,X,7.1,5,166
GMC,SUV - STANDARD,6.2,8,A,Z,13.9,10,327
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A,X,17.3,5,398
CHEVROLET,COMPACT,1.4,4,AS,X,6.9,6,160
CADILLAC,MID-SIZE,3.6,6,AS,X,10.5,8,246
VOLVO,MID-SIZE,2.0,4,AS,Z,8.7,8,204
AUDI,COMPACT,3.0,6,AS,Z,9.8,8,230
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.0,6,299
PORSCHE,MINICOMPACT,3.4,6,AM,Z,10.3,7,237
CHEVROLET,SUBCOMPACT,6.2,8,M,Z,14.9,6,349
BMW,SUV - STANDARD,3.0,6,AS,Z,11.5,8,270
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A,Z,9.6,9,224
BMW,SUBCOMPACT,4.4,8,AM,Z,14.7,7,338
KIA,SUV - SMALL,2.4,4,AS,X,10.4,6,239
MERCEDES-BENZ,MINICOMPACT,2.0,4,AM,Z,8.2,7,193
DODGE,FULL-SIZE,3.6,6,A,X,11.0,8,258
FORD,SUBCOMPACT,1.0,3,M,X,6.8,5,158
CHEVROLET,VAN - PASSENGER,5.3,8,A,E,22.6,4,362
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2.0,4,A,Z,11.4,7,268
CHEVROLET,TWO-SEATER,6.2,8,AS,Z,14.3,8,336
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.4,10,288
HYUNDAI,MID-SIZE,1.8,4,AS,X,7.5,6,176
FIAT,SUV - SMALL,1.3,4,A,X,9.1,9,213
CADILLAC,SUV - STANDARD,6.2,8,A,E,20.1,6,322
AUDI,MID-SIZE,3.0,6,AS,D,8.4,8,224
AUDI,MID-SIZE,3.0,6,AS,Z,9.8,8,230
MERCEDES-BENZ,TWO-SEATER,3.0,6,A,Z,10.2,9,238
VOLKSWAGEN,COMPACT,2.0,4,M,Z,9.9,6,232
MINI,COMPACT,1.6,4,A,Z,8.7,6,200
FORD,MID-SIZE,2.0,4,M,X,9.3,6,219
MERCEDES-BENZ,COMPACT,2.0,4,AS,Z,9.0,7,207
CHEVROLET,SUV - SMALL,1.4,4,AS,X,8.7,6,205
FORD,SUV - SMALL,2.7,6,AS,X,11.0,8,258
BENTLEY,MID-SIZE,6.8,8,AS,Z,20.0,8,465
VOLVO,MID-SIZE,3.0,6,AS,X,11.2,6,258
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,10.7,6,251
PORSCHE,MINICOMPACT,3.0,6,M,Z,12.3,7,286
MINI,MINICOMPACT,1.6,4,M,Z,8.0,6,184
MERCEDES-BENZ,COMPACT,2.0,4,A,Z,9.1,9,214
JEEP,SUV - STANDARD,6.4,8,A,Z,15.7,8,368
HYUNDAI,MID-SIZE,2.0,4,AS,X,8.7,6,206
LAMBORGHINI,TWO-SEATER,5.2,10,AM,Z,15.9,7,366
BMW,COMPACT,4.4,8,M,Z,13.7,6,321
HONDA,STATION WAGON - SMALL,1.5,4,AV,X,7.0,7,164
HYUNDAI,MID-SIZE,2.4,4,AS,X,6.2,6,143
FORD,MID-SIZE,2.0,4,AS,X,9.6,6,225
HONDA,SUV - SMALL,2.4,4,AV,X,7.9,0,186
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.4,6,339
MERCEDES-BENZ,SUV - STANDARD,3.0,6,A,Z,12.0,9,281
MASERATI,FULL-SIZE,3.8,8,AS,Z,14.5,8,334
CHEVROLET,MID-SIZE,1.8,4,AS,X,8.8,6,202
NISSAN,PICKUP TRUCK - SMALL,2.5,4,M,X,11.3,5,260
KIA,SUV - SMALL,2.4,4,AS,X,10.2,6,242
VOLKSWAGEN,COMPACT,1.8,4,M,X,8.4,5,198
HYUNDAI,SUV - SMALL,3.3,6,AS,X,12.5,6,295
NISSAN,MID-SIZE,3.5,6,AV,Z,9.6,7,227
ASTON MARTIN,TWO-SEATER,4.7,8,M,Z,15.5,6,362
LEXUS,SUBCOMPACT,5.0,8,AS,Z,12.6,8,290
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS,Z,18.5,7,426
KIA,FULL-SIZE,2.0,4,AS,X,8.3,6,197
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A,X,12.9,5,304
BMW,SUBCOMPACT,3.0,6,M,Z,10.5,6,246
LEXUS,SUV - SMALL,2.0,4,AS,Z,9.7,6,226
MASERATI,SUV - STANDARD,3.0,6,AS,Z,13.7,8,324
HYUNDAI,SUV - SMALL,1.6,4,AM,X,9.3,7,221
AUDI,TWO-SEATER,4.2,8,A,Z,14.6,7,336
MAZDA,COMPACT,2.5,4,M,X,8.0,6,184
INFINITI,MID-SIZE,2.0,4,AS,Z,9.6,7,226
KIA,SUV - SMALL,2.0,4,AS,X,10.9,6,259
MITSUBISHI,SUV - SMALL,2.0,4,AV,X,9.2,6,213
FORD,VAN - PASSENGER,3.5,6,AS,X,14.6,6,344
BMW,COMPACT,3.0,6,M,Z,10.0,6,230
LAMBORGHINI,TWO-SEATER,5.2,10,AM,Z,14.4,7,336
BMW,SUBCOMPACT,3.0,6,M,Z,11.7,6,273
MERCEDES-BENZ,TWO-SEATER,4.7,8,A,Z,11.7,9,275
HYUNDAI,FULL-SIZE,2.4,4,AS,X,8.1,6,191
HYUNDAI,COMPACT,1.6,4,A,X,7.7,6,177
PORSCHE,MINICOMPACT,3.0,6,AM,Z,10.6,7,249
HONDA,SUV - SMALL,1.8,4,AV,X,8.1,7,190
VOLKSWAGEN,COMPACT,2.0,4,AM,X,8.5,6,198
SUBARU,STATION WAGON - SMALL,2.0,4,M,X,9.0,5,211
JEEP,SUV - SMALL,3.2,6,A,X,10.9,9,251
CHEVROLET,TWO-SEATER,6.2,8,AS,Z,14.3,8,335
HONDA,SUV - SMALL,1.5,4,AV,X,8.1,0,189
AUDI,MID-SIZE,4.0,8,AS,Z,13.4,8,313
JEEP,SUV - SMALL,2.4,4,M,X,9.3,5,214
CHRYSLER,COMPACT,3.6,6,A,E,14.4,6,230
AUDI,COMPACT,2.0,4,AM,Z,7.6,7,177
JEEP,SUV - SMALL,3.6,6,A,X,12.8,5,294
VOLVO,SUV - SMALL,2.0,4,AS,X,9.1,8,213
PORSCHE,SUV - SMALL,3.0,6,A,Z,12.3,7,287
MINI,MID-SIZE,1.5,3,AS,Z,9.1,8,213
CHEVROLET,SUV - STANDARD,5.3,8,A,E,17.1,6,284
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.1,0,186
CHEVROLET,PICKUP TRUCK - STANDARD,3.0,6,A,D,9.4,10,252
JAGUAR,TWO-SEATER,3.0,6,M,Z,12.6,6,296
BUICK,MID-SIZE,3.6,6,AS,X,10.0,8,235
NISSAN,STATION WAGON - SMALL,1.6,4,M,Z,8.0,6,188
CHEVROLET,STATION WAGON - SMALL,1.4,4,AS,X,7.8,6,184
LEXUS,SUV - SMALL,3.5,6,AS,X,11.7,6,269
JEEP,SUV - SMALL,2.4,4,A,X,10.0,6,230
MERCEDES-BENZ,COMPACT,3.0,6,AS,Z,9.9,7,228
CHEVROLET,FULL-SIZE,3.6,6,AS,E,14.7,6,246
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,11.1,8,260
MERCEDES-BENZ,COMPACT,3.0,6,A,Z,10.4,9,244
DODGE,SUV - SMALL,2.4,4,A,X,11.1,4,260
HYUNDAI,COMPACT,1.6,4,M,X,8.4,6,200
NISSAN,SUV - SMALL,3.5,6,AV,X,11.0,0,257
SUBARU,MINICOMPACT,2.0,4,AS,Z,8.6,6,200
VOLKSWAGEN,STATION WAGON - SMALL,2.5,5,M,X,9.4,5,216
AUDI,SUBCOMPACT,3.0,6,AS,Z,10.8,8,252
HYUNDAI,SUV - SMALL,2.4,4,AS,X,10.6,6,244
VOLVO,SUV - SMALL,3.0,6,AS,X,11.8,6,271
MASERATI,FULL-SIZE,3.0,6,AS,Z,12.2,8,286
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS,D,12.0,7,322
TOYOTA,SUV - SMALL,2.7,4,AS,X,10.5,6,242
SUBARU,SUV - SMALL,2.5,4,AV,X,8.2,7,192
MINI,MID-SIZE,1.5,3,AS,Z,9.2,8,215
MERCEDES-BENZ,TWO-SEATER,4.0,8,AM,Z,14.0,7,327
MITSUBISHI,COMPACT,2.0,4,AV,X,8.2,6,189
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A,X,11.7,8,273
KIA,STATION WAGON - SMALL,2.0,4,AS,X,8.7,6,206
NISSAN,SUV - SMALL,2.5,4,AV,X,8.3,0,191
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,11.7,6,273
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,13.8,6,324
MAZDA,COMPACT,2.0,4,M,X,7.7,6,180
FORD,COMPACT,2.0,4,AS,E,10.9,6,182
MERCEDES-BENZ,SUV - SMALL,2.0,4,A,Z,10.0,9,240
JEEP,SUV - SMALL,2.4,4,A,X,10.2,6,235
BMW,MID-SIZE,3.0,6,A,Z,10.1,8,232
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,X,11.7,8,273
JEEP,SUV - SMALL,2.4,4,A,X,9.4,9,216
TOYOTA,MID-SIZE,1.8,4,AV,X,4.7,0,109
VOLKSWAGEN,COMPACT,2.0,4,M,Z,9.2,6,212
BMW,MID-SIZE,3.0,6,AS,Z,10.0,8,236
INFINITI,MID-SIZE,5.6,8,AS,Z,12.8,7,301
GMC,SUV - STANDARD,5.3,8,A,X,14.4,6,337
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A,Z,9.5,9,222
LEXUS,MID-SIZE,3.5,6,AS,X,9.7,6,225
HYUNDAI,FULL-SIZE,2.0,4,AS,X,8.4,6,200
PORSCHE,SUV - STANDARD,3.6,6,A,Z,12.4,8,290
FORD,PICKUP TRUCK - STANDARD,5.0,8,A,E,19.7,6,315
HONDA,SUV - SMALL,3.5,6,A,X,11.3,6,265
GMC,VAN - PASSENGER,6.0,8,A,X,18.8,6,441
ACURA,COMPACT,3.5,6,AS,Z,9.6,9,221
SUBARU,COMPACT,2.0,4,AV,X,7.8,0,179
RAM,PICKUP TRUCK - STANDARD,5.7,8,A,X,13.8,8,325
VOLKSWAGEN,COMPACT,2.0,4,A,X,9.4,6,216
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,AS,X,11.4,6,267
CHEVROLET,VAN - CARGO,5.3,8,A,X,16.5,4,380
CHEVROLET,TWO-SEATER,6.2,8,M,Z,11.2,7,258
SUBARU,COMPACT,2.5,4,M,Z,12.2,6,281
HYUNDAI,SUV - SMALL,2.4,4,A,X,11.1,6,255
VOLKSWAGEN,COMPACT,2.0,4,AM,Z,9.3,6,217
VOLKSWAGEN,COMPACT,1.8,4,M,X,8.2,5,192
GENESIS,FULL-SIZE,5.0,8,AS,Z,13.1,8,311
KIA,FULL-SIZE,3.3,6,AS,X,10.7,6,246
MERCEDES-BENZ,COMPACT,5.5,8,AS,Z,13.0,7,305
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,12.5,6,288
TOYOTA,MID-SIZE,1.8,4,AV,X,4.4,0,105
CADILLAC,FULL-SIZE,2.0,4,AS,Z,9.5,8,224
INFINITI,STATION WAGON - SMALL,3.7,6,AS,Z,11.9,7,274
CHEVROLET,TWO-SEATER,6.2,8,M,Z,12.2,7,286
BMW,SUBCOMPACT,4.4,8,AS,Z,12.4,8,290
HYUNDAI,FULL-SIZE,1.6,4,M,X,9.6,6,226
HYUNDAI,MID-SIZE,2.0,4,AV,X,6.8,0,161
CHEVROLET,SUV - SMALL,2.5,4,A,X,9.9,9,232
SUBARU,SUV - SMALL,2.0,4,M,X,9.2,5,216
SUBARU,SUV - SMALL,2.5,4,AV,X,8.4,6,198
VOLKSWAGEN,FULL-SIZE,2.0,4,AS,Z,10.4,8,244
MAZDA,COMPACT,2.5,4,M,X,8.2,6,194
FORD,PICKUP TRUCK - STANDARD,3.7,6,AS,E,16.5,6,264
CHEVROLET,MID-SIZE,1.4,4,A,X,7.7,6,181
TOYOTA,MID-SIZE,3.5,6,AS,X,9.7,6,225
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,E,17.1,6,284
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,17.2,6,286
CHRYSLER,MINIVAN,3.6,6,A,E,16.8,6,279
CHEVROLET,SUBCOMPACT,3.6,6,M,X,11.9,6,280
FORD,SUV - STANDARD,2.0,4,A,X,10.2,6,235
SUBARU,MID-SIZE,3.6,6,AS,X,11.6,5,267
LAND ROVER,SUV - SMALL,2.0,4,AS,Z,9.8,9,231
CHEVROLET,SUV - STANDARD,6.2,8,A,Z,14.6,10,343
BMW,SUBCOMPACT,3.0,6,M,Z,10.7,6,249
FORD,SUBCOMPACT,5.0,8,AS,X,13.0,6,299
MASERATI,SUV - STANDARD,3.0,6,AS,Z,14.0,8,330
CHRYSLER,FULL-SIZE,3.6,6,A,E,14.2,8,234
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.0,6,A,Z,11.1,9,261
JEEP,SUV - STANDARD,3.6,6,A,X,11.3,8,265
BMW,MID-SIZE,2.0,4,AS,Z,8.9,8,208
LEXUS,COMPACT,3.5,6,AS,Z,10.6,8,246
FIAT,STATION WAGON - SMALL,1.4,4,AM,X,8.7,6,203
PORSCHE,MINICOMPACT,3.8,6,AM,Z,11.4,7,262
PORSCHE,SUV - STANDARD,4.8,8,A,Z,14.4,8,338
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,11.3,8,260
KIA,MID-SIZE,2.0,4,AM,X,5.6,6,132
AUDI,SUV - SMALL,3.0,6,AS,Z,12.7,8,292
HYUNDAI,FULL-SIZE,1.6,4,AM,X,4.1,6,96
TOYOTA,COMPACT,1.5,4,AV,X,5.1,0,120
FORD,SUV - STANDARD,2.3,4,AS,X,10.8,6,253
KIA,COMPACT,1.6,4,AS,X,7.5,6,177
BMW,SUBCOMPACT,4.4,8,AS,Z,11.7,8,273
ASTON MARTIN,TWO-SEATER,6.0,12,AM,Z,16.5,7,379
BMW,COMPACT,3.0,6,AM,Z,12.1,7,284
ROLLS-ROYCE,COMPACT,6.7,12,AS,Z,17.1,8,400
KIA,FULL-SIZE,1.6,4,AM,X,7.4,7,175
DODGE,MID-SIZE,5.7,8,A,X,12.3,8,283
AUDI,TWO-SEATER,2.0,4,AM,Z,9.2,6,212
VOLKSWAGEN,COMPACT,1.8,4,M,X,8.1,5,189
CHEVROLET,FULL-SIZE,2.5,4,AS,X,9.6,6,221
KIA,FULL-SIZE,2.4,4,AS,X,8.0,6,190
NISSAN,MID-SIZE,1.8,4,M,X,8.0,6,187
MERCEDES-BENZ,MID-SIZE,2.1,4,AS,D,7.4,7,200
BMW,COMPACT,3.0,6,M,Z,10.4,6,242
PORSCHE,TWO-SEATER,3.8,6,AM,Z,14.0,7,322
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.0,8,280
LEXUS,SUV - SMALL,2.5,4,AV,X,7.5,6,176
CADILLAC,SUV - SMALL,3.6,6,AS,X,11.2,8,263
MITSUBISHI,SUV - SMALL,2.0,4,AV,X,8.8,6,204
FIAT,MINICOMPACT,1.4,4,M,X,7.8,5,179
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,10.4,8,245
HONDA,COMPACT,1.8,4,AV,X,7.2,7,166
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A,Z,9.9,9,231
MINI,MID-SIZE,1.5,3,M,Z,8.2,6,194
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A,D,10.4,6,280
HYUNDAI,MID-SIZE,2.0,4,AM,X,5.8,6,136
VOLVO,STATION WAGON - SMALL,2.0,4,AS,X,9.4,8,220
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.0,7,253
